"","X","GAD.1","GAD.2","GAD.3","GAD.4","GAD.5","GAD.6","GAD.7","FOC.1","FOC.2","FOC.3","FOC.4","FOC.5","FOC.6","IUS.1","IUS.2","IUS.3","MAAS.1","MAAS.2","MAAS.3","MAAS.4","MAAS.5","FinancePlan","MortalityRisk","MentalHealth","CRA.1","CRA.2","CRA.3","CRA.4","CRA.5","CRA.6","Government","Norm","CurrentBehavior","RAB.1","RAB.2","RAB.3","RAB.4","RAB.5","RAB.6","Stockpil","RiskPerception","Vaccine","Origin","BacktoNormal","News","Born","Gender","Country","Region","Education","Language","Children","LiveWith","FinancialSatisfaction","GAD.mean","FOC.mean","IUS.mean","MAAS.mean","CRA.mean","RAB.mean","sex","edu","origin","origin_binomial","age","vac_hes","child","news_opposite","new_region","new_back_normal","new_finance_plan"
"1211",1218,3,2,3,3,2,3,3,4,4,4,3,2,4,4,5,3,4,4,5,3,3,3,53,2,4,4,3,4,3,4,3,2,3,4,3,3,4,2,3,3,40,1,3,5,1,24,1,1,3,4,1,2,3,50,2.71428571428571,3.5,4,3.8,3.66666666666667,3.16666666666667,"Female","ug","not_sure",0,40,1,"no",6,"ankara","more12months",3
"1212",1219,1,1,1,1,1,1,1,4,4,4,2,2,4,2,2,2,5,2,2,5,2,5,0,2,2,1,1,3,1,1,3,1,3,4,3,3,2,1,3,1,49.8004646360351,1,2,5,1,40,2,1,3,4,1,1,3,50,1,3.33333333333333,2,3.2,1.5,2.66666666666667,"Male","ug","artificial",0,56,1,"yes",6,"ankara","more12months",5
"1213",1220,2,2,2,3,2,3,3,3,2,2,2,2,3,4,5,4,3,2,5,2,2,4,60,2,4,4,4,4,4,4,2,2,5,4,4,4,4,4,4,2,50,3,1,5,5,9,1,1,60,4,1,2,3,0,2.42857142857143,2.33333333333333,4.33333333333333,2.8,4,4,"Female","ug","natural",1,25,0,"no",2,"other","more12months",4
"1214",1221,4,4,4,4,3,4,1,5,3,5,4,4,5,5,5,4,4,3,2,5,2,5,80,2,4,3,1,4,4,4,2,2,5,4,4,3,4,1,4,1,5,1,3,4,1,8,1,1,67,4,1,2,3,0,3.42857142857143,4.33333333333333,4.66666666666667,3.2,3.33333333333333,3.33333333333333,"Female","ug","not_sure",0,24,1,"no",6,"other","6to12months",5
"1215",1222,4,4,4,2,4,4,2,4,3,5,2,4,4,5,5,4,4,4,4,2,2,6,36,2,4,3,3,4,3,1,3,1,5,4,1,2,4,2,3,1,20,1,3,5,4,3,1,1,79,3,2,2,3,20,3.42857142857143,3.66666666666667,4.66666666666667,3.2,3,2.66666666666667,"Female","below_ug","not_sure",0,19,1,"no",3,"other","more12months",6
"1216",1223,4,4,3,4,2,4,4,3,3,3,2,3,4,3,4,4,4,3,3,3,3,2,20,1,4,1,4,4,2,4,1,2,3,3,3,3,3,3,3,2,50,1,1,4,4,8,1,1,31,3,1,2,3,0,3.57142857142857,3,3.66666666666667,3.2,3.16666666666667,3,"Female","below_ug","natural",1,24,1,"no",3,"other","6to12months",2
"1217",1224,1,1,1,1,1,2,1,3,4,3,3,3,2,2,2,2,5,3,6,5,4,7,50,2,2,1,1,1,1,3,4,3,3,4,3,4,4,3,4,3,20,2,3,2,5,29,2,1,56,5,1,2,3,70,1.14285714285714,3,2,4.6,1.5,3.66666666666667,"Male","pg","not_sure",0,45,0,"no",2,"other","less6months",0
"1218",1225,4,4,3,4,4,4,2,4,4,4,3,4,4,4,4,4,2,2,3,3,2,2,35,1,4,3,4,4,3,3,2,2,3,4,4,4,4,4,4,4,50,2,3,5,4,12,1,1,2,4,1,2,4,20,3.57142857142857,3.83333333333333,4,2.4,3.5,4,"Female","ug","not_sure",0,28,0,"no",3,"istanbul","more12months",2
"1219",1226,3,2,3,3,2,3,2,4,3,4,3,3,4,4,4,2,5,4,5,3,2,2,70,2,4,2,3,4,3,4,3,2,3,4,2,4,3,1,4,1,45,3,2,3,4,5,2,1,2,3,1,2,3,70,2.57142857142857,3.5,3.33333333333333,3.8,3.33333333333333,3,"Male","below_ug","artificial",0,21,0,"no",3,"istanbul","less6months",2
"1220",1227,2,2,2,2,2,4,3,5,2,5,4,4,4,4,4,1,2,1,3,2,1,5,42,2,4,4,2,4,4,4,3,1,5,4,4,4,4,4,4,4,32,3,2,5,1,8,1,1,3,4,1,2,3,7,2.42857142857143,4,3,1.8,3.66666666666667,4,"Female","ug","artificial",0,24,0,"no",6,"ankara","more12months",5
"1221",1228,2,1,3,3,2,2,1,4,4,2,2,4,4,4,4,5,3,4,2,3,2,2,80,2,4,2,4,3,2,3,2,1,3,4,2,4,4,1,4,3,60,3,1,4,3,13,1,1,3,4,1,2,3,50,2,3.33333333333333,4.33333333333333,2.8,3,3.16666666666667,"Female","ug","natural",1,29,0,"no",4,"ankara","6to12months",2
"1222",1229,4,3,2,4,2,2,2,3,2,4,4,4,4,4,4,3,4,3,2,3,4,4,11,2,4,3,4,4,3,3,3,2,5,4,3,2,4,1,4,1,49,1,1,5,4,11,1,1,4,5,1,2,3,20,2.71428571428571,3.5,3.66666666666667,3.2,3.5,3,"Female","pg","natural",1,27,1,"no",3,"izmir","more12months",4
"1223",1230,2,2,2,2,1,2,2,3,3,3,4,4,5,3,4,3,5,4,5,5,4,7,99,2,4,3,2,1,4,4,1,1,4,4,4,4,4,4,4,3,75,1,1,5,1,33,1,1,60,3,1,1,3,50,1.85714285714286,3.66666666666667,3.33333333333333,4.6,3,4,"Female","below_ug","natural",1,49,1,"yes",6,"other","more12months",0
"1224",1231,3,3,2,2,2,2,1,3,3,4,5,5,5,5,5,4,5,2,2,2,1,2,60,2,3,2,4,4,3,3,1,2,4,4,4,3,4,3,4,2,30,3,3,0,3,7,2,1,24,4,1,2,1,5,2.14285714285714,4.16666666666667,4.66666666666667,2.4,3.16666666666667,3.66666666666667,"Male","ug","not_sure",0,23,0,"no",4,"other","other",2
"1225",1232,4,4,2,1,1,4,2,1,1,1,1,1,1,5,5,5,2,4,6,2,1,7,50,2,4,4,4,4,3,4,1,1,5,4,4,4,4,4,4,2,5,3,1,5,2,19,2,1,2,3,1,2,3,90,2.57142857142857,1,5,3,3.83333333333333,4,"Male","below_ug","natural",1,35,0,"no",5,"istanbul","more12months",0
"1226",1233,3,3,3,3,3,3,2,5,2,5,2,2,4,5,5,4,3,3,3,1,2,4,50,3,4,3,4,2,4,2,3,3,4,4,3,3,4,1,3,1,50,1,3,5,3,8,1,1,62,4,1,2,3,51,2.85714285714286,3.33333333333333,4.66666666666667,2.4,3.16666666666667,3,"Female","ug","not_sure",0,24,1,"no",4,"other","more12months",4
"1227",1234,2,2,2,2,2,2,1,4,3,4,3,4,4,4,4,2,3,3,4,2,3,2,0,2,4,4,2,4,4,4,1,1,5,4,4,4,4,4,4,2,50,1,1,4,3,7,1,1,25,3,1,2,1,45,1.85714285714286,3.66666666666667,3.33333333333333,3,3.66666666666667,4,"Female","below_ug","natural",1,23,1,"no",4,"other","6to12months",2
"1228",1235,4,4,3,3,2,4,3,4,2,2,1,4,4,5,5,4,3,2,2,5,2,2,58,2,4,3,4,1,4,2,2,2,3,4,2,3,4,4,3,1,39,3,3,0,1,8,2,1,2,2,2,2,3,0,3.28571428571429,2.83333333333333,4.66666666666667,2.8,3,3.33333333333333,"Male","below_ug","not_sure",0,24,0,"no",6,"istanbul","other",2
"1229",1236,1,1,1,1,2,1,1,4,2,2,2,3,4,4,2,2,3,3,5,5,4,3,0,2,2,2,4,1,1,1,1,1,3,4,4,4,3,4,4,3,25,1,2,2,4,31,2,1,3,5,4,1,3,50,1.14285714285714,2.83333333333333,2.66666666666667,4,1.83333333333333,3.83333333333333,"Male","pg","artificial",0,47,1,"yes",3,"ankara","less6months",3
